,CH1,CH4
Second,Volt,Volt
6.55800e-06,2.12e+00,2.12e+00, 
6.55820e-06,2.12e+00,2.12e+00, 
6.55840e-06,2.12e+00,2.12e+00, 
6.55860e-06,2.12e+00,2.12e+00, 
6.55880e-06,2.12e+00,2.12e+00, 
6.55900e-06,2.10e+00,2.12e+00, 
6.55920e-06,2.10e+00,2.10e+00, 
6.55940e-06,2.10e+00,2.10e+00, 
6.55960e-06,2.12e+00,2.10e+00, 
6.55980e-06,2.12e+00,2.10e+00, 
6.56000e-06,2.12e+00,2.10e+00, 
6.56020e-06,2.12e+00,2.08e+00, 
6.56040e-06,2.12e+00,2.10e+00, 
6.56060e-06,2.12e+00,2.12e+00, 
6.56080e-06,2.12e+00,2.12e+00, 
6.56100e-06,2.12e+00,2.12e+00, 
6.56120e-06,2.12e+00,2.10e+00, 
6.56140e-06,2.12e+00,2.10e+00, 
6.56160e-06,2.12e+00,2.10e+00, 
6.56180e-06,2.12e+00,2.10e+00, 
6.56200e-06,2.12e+00,2.10e+00, 
6.56220e-06,2.12e+00,2.08e+00, 
6.56240e-06,2.12e+00,2.10e+00, 
6.56260e-06,2.12e+00,2.12e+00, 
6.56280e-06,2.12e+00,2.12e+00, 
6.56300e-06,2.12e+00,2.12e+00, 
6.56320e-06,2.12e+00,2.12e+00, 
6.56340e-06,2.12e+00,2.12e+00, 
6.56360e-06,2.12e+00,2.12e+00, 
6.56380e-06,2.12e+00,2.12e+00, 
6.56400e-06,2.12e+00,2.12e+00, 
6.56420e-06,2.12e+00,2.12e+00, 
6.56440e-06,2.10e+00,2.14e+00, 
6.56460e-06,2.12e+00,2.14e+00, 
6.56480e-06,2.12e+00,2.14e+00, 
6.56500e-06,2.12e+00,2.14e+00, 
6.56520e-06,2.12e+00,2.12e+00, 
6.56540e-06,2.12e+00,2.14e+00, 
6.56560e-06,2.12e+00,2.14e+00, 
6.56580e-06,2.12e+00,2.14e+00, 
6.56600e-06,2.10e+00,2.14e+00, 
6.56620e-06,2.08e+00,2.12e+00, 
6.56640e-06,2.06e+00,2.12e+00, 
6.56660e-06,2.06e+00,2.12e+00, 
6.56680e-06,2.06e+00,2.12e+00, 
6.56700e-06,2.04e+00,2.12e+00, 
6.56720e-06,2.04e+00,2.10e+00, 
6.56740e-06,2.04e+00,2.12e+00, 
6.56760e-06,2.02e+00,2.12e+00, 
6.56780e-06,2.00e+00,2.12e+00, 
6.56800e-06,1.98e+00,2.12e+00, 
6.56820e-06,1.94e+00,2.12e+00, 
6.56840e-06,1.88e+00,2.12e+00, 
6.56860e-06,1.86e+00,2.12e+00, 
6.56880e-06,1.84e+00,2.12e+00, 
6.56900e-06,1.80e+00,2.12e+00, 
6.56920e-06,1.76e+00,2.12e+00, 
6.56940e-06,1.72e+00,2.12e+00, 
6.56960e-06,1.70e+00,2.12e+00, 
6.56980e-06,1.68e+00,2.12e+00, 
6.57000e-06,1.64e+00,2.12e+00, 
6.57020e-06,1.58e+00,2.10e+00, 
6.57040e-06,1.50e+00,2.12e+00, 
6.57060e-06,1.48e+00,2.12e+00, 
6.57080e-06,1.44e+00,2.12e+00, 
6.57100e-06,1.40e+00,2.12e+00, 
6.57120e-06,1.36e+00,2.12e+00, 
6.57140e-06,1.30e+00,2.12e+00, 
6.57160e-06,1.28e+00,2.12e+00, 
6.57180e-06,1.26e+00,2.12e+00, 
6.57200e-06,1.22e+00,2.12e+00, 
6.57220e-06,1.18e+00,2.10e+00, 
6.57240e-06,1.12e+00,2.12e+00, 
6.57260e-06,1.12e+00,2.12e+00, 
6.57280e-06,1.10e+00,2.12e+00, 
6.57300e-06,1.08e+00,2.12e+00, 
6.57320e-06,1.06e+00,2.12e+00, 
6.57340e-06,1.04e+00,2.12e+00, 
6.57360e-06,1.04e+00,2.12e+00, 
6.57380e-06,1.04e+00,2.12e+00, 
6.57400e-06,1.04e+00,2.12e+00, 
6.57420e-06,1.04e+00,2.10e+00, 
6.57440e-06,1.02e+00,2.12e+00, 
6.57460e-06,1.02e+00,2.12e+00, 
6.57480e-06,1.02e+00,2.12e+00, 
6.57500e-06,1.02e+00,2.12e+00, 
6.57520e-06,1.02e+00,2.10e+00, 
6.57540e-06,1.02e+00,2.12e+00, 
6.57560e-06,1.04e+00,2.12e+00, 
6.57580e-06,1.04e+00,2.12e+00, 
6.57600e-06,1.04e+00,2.12e+00, 
6.57620e-06,1.06e+00,2.10e+00, 
6.57640e-06,1.08e+00,2.12e+00, 
6.57660e-06,1.08e+00,2.12e+00, 
6.57680e-06,1.08e+00,2.12e+00, 
6.57700e-06,1.08e+00,2.12e+00, 
6.57720e-06,1.08e+00,2.10e+00, 
6.57740e-06,1.08e+00,2.12e+00, 
6.57760e-06,1.08e+00,2.12e+00, 
6.57780e-06,1.08e+00,2.12e+00, 
6.57800e-06,1.08e+00,2.12e+00, 
6.57820e-06,1.08e+00,2.12e+00, 
6.57840e-06,1.08e+00,2.12e+00, 
6.57860e-06,1.08e+00,2.12e+00, 
6.57880e-06,1.08e+00,2.12e+00, 
6.57900e-06,1.08e+00,2.12e+00, 
6.57920e-06,1.08e+00,2.12e+00, 
6.57940e-06,1.08e+00,2.12e+00, 
6.57960e-06,1.08e+00,2.12e+00, 
6.57980e-06,1.08e+00,2.12e+00, 
6.58000e-06,1.06e+00,2.12e+00, 
6.58020e-06,1.06e+00,2.12e+00, 
6.58040e-06,1.04e+00,2.12e+00, 
6.58060e-06,1.04e+00,2.12e+00, 
6.58080e-06,1.04e+00,2.12e+00, 
6.58100e-06,1.04e+00,2.12e+00, 
6.58120e-06,1.04e+00,2.10e+00, 
6.58140e-06,1.04e+00,2.12e+00, 
6.58160e-06,1.04e+00,2.12e+00, 
6.58180e-06,1.04e+00,2.12e+00, 
6.58200e-06,1.04e+00,2.12e+00, 
6.58220e-06,1.04e+00,2.12e+00, 
6.58240e-06,1.02e+00,2.12e+00, 
6.58260e-06,1.02e+00,2.12e+00, 
6.58280e-06,1.02e+00,2.12e+00, 
6.58300e-06,1.02e+00,2.12e+00, 
6.58320e-06,1.02e+00,2.12e+00, 
6.58340e-06,1.02e+00,2.12e+00, 
6.58360e-06,1.02e+00,2.12e+00, 
6.58380e-06,1.02e+00,2.12e+00, 
6.58400e-06,1.02e+00,2.12e+00, 
6.58420e-06,1.04e+00,2.10e+00, 
6.58440e-06,1.04e+00,2.12e+00, 
6.58460e-06,1.04e+00,2.12e+00, 
6.58480e-06,1.04e+00,2.12e+00, 
6.58500e-06,1.04e+00,2.12e+00, 
6.58520e-06,1.04e+00,2.12e+00, 
6.58540e-06,1.04e+00,2.12e+00, 
6.58560e-06,1.04e+00,2.12e+00, 
6.58580e-06,1.04e+00,2.12e+00, 
6.58600e-06,1.04e+00,2.12e+00, 
6.58620e-06,1.04e+00,2.10e+00, 
6.58640e-06,1.02e+00,2.10e+00, 
6.58660e-06,1.02e+00,2.10e+00, 
6.58680e-06,1.02e+00,2.10e+00, 
6.58700e-06,1.00e+00,2.10e+00, 
6.58720e-06,1.00e+00,2.08e+00, 
6.58740e-06,9.80e-01,2.10e+00, 
6.58760e-06,1.00e+00,2.12e+00, 
6.58780e-06,1.00e+00,2.12e+00, 
6.58800e-06,1.00e+00,2.12e+00, 
6.58820e-06,1.00e+00,2.10e+00, 
6.58840e-06,1.00e+00,2.12e+00, 
6.58860e-06,1.00e+00,2.12e+00, 
6.58880e-06,1.00e+00,2.12e+00, 
6.58900e-06,9.80e-01,2.12e+00, 
6.58920e-06,9.80e-01,2.12e+00, 
6.58940e-06,9.80e-01,2.12e+00, 
6.58960e-06,9.80e-01,2.12e+00, 
6.58980e-06,9.80e-01,2.12e+00, 
6.59000e-06,9.80e-01,2.12e+00, 
6.59020e-06,9.80e-01,2.12e+00, 
6.59040e-06,9.80e-01,2.12e+00, 
6.59060e-06,9.80e-01,2.12e+00, 
6.59080e-06,9.80e-01,2.12e+00, 
6.59100e-06,9.80e-01,2.12e+00, 
6.59120e-06,1.00e+00,2.12e+00, 
6.59140e-06,1.00e+00,2.12e+00, 
6.59160e-06,1.00e+00,2.12e+00, 
6.59180e-06,1.00e+00,2.12e+00, 
6.59200e-06,9.80e-01,2.12e+00, 
6.59220e-06,9.80e-01,2.12e+00, 
6.59240e-06,9.80e-01,2.12e+00, 
6.59260e-06,9.80e-01,2.12e+00, 
6.59280e-06,9.80e-01,2.12e+00, 
6.59300e-06,9.80e-01,2.12e+00, 
6.59320e-06,1.00e+00,2.12e+00, 
6.59340e-06,1.00e+00,2.12e+00, 
6.59360e-06,1.02e+00,2.12e+00, 
6.59380e-06,1.02e+00,2.12e+00, 
6.59400e-06,1.02e+00,2.12e+00, 
6.59420e-06,1.00e+00,2.10e+00, 
6.59440e-06,9.80e-01,2.12e+00, 
6.59460e-06,9.80e-01,2.12e+00, 
6.59480e-06,9.80e-01,2.12e+00, 
6.59500e-06,9.80e-01,2.12e+00, 
6.59520e-06,9.80e-01,2.12e+00, 
6.59540e-06,9.80e-01,2.12e+00, 
6.59560e-06,1.00e+00,2.12e+00, 
6.59580e-06,1.00e+00,2.12e+00, 
6.59600e-06,1.00e+00,2.12e+00, 
6.59620e-06,1.00e+00,2.10e+00, 
6.59640e-06,1.00e+00,2.12e+00, 
6.59660e-06,1.00e+00,2.12e+00, 
6.59680e-06,1.00e+00,2.12e+00, 
6.59700e-06,1.00e+00,2.12e+00, 
6.59720e-06,1.00e+00,2.12e+00, 
6.59740e-06,1.00e+00,2.12e+00, 
6.59760e-06,1.00e+00,2.12e+00, 
6.59780e-06,1.00e+00,2.12e+00, 
6.59800e-06,1.00e+00,2.12e+00, 
6.59820e-06,1.00e+00,2.10e+00, 
6.59840e-06,9.80e-01,2.10e+00, 
6.59860e-06,9.80e-01,2.10e+00, 
6.59880e-06,9.80e-01,2.10e+00, 
6.59900e-06,9.80e-01,2.08e+00, 
6.59920e-06,9.80e-01,2.06e+00, 
6.59940e-06,9.80e-01,2.06e+00, 
6.59960e-06,1.00e+00,2.06e+00, 
6.59980e-06,1.00e+00,2.04e+00, 
6.60000e-06,1.00e+00,2.02e+00, 
6.60020e-06,1.00e+00,1.98e+00, 
6.60040e-06,1.00e+00,1.96e+00, 
6.60060e-06,1.00e+00,1.94e+00, 
6.60080e-06,1.00e+00,1.92e+00, 
6.60100e-06,1.00e+00,1.90e+00, 
6.60120e-06,1.00e+00,1.86e+00, 
6.60140e-06,9.80e-01,1.84e+00, 
6.60160e-06,1.00e+00,1.82e+00, 
6.60180e-06,1.00e+00,1.78e+00, 
6.60200e-06,1.00e+00,1.72e+00, 
6.60220e-06,1.00e+00,1.64e+00, 
6.60240e-06,9.80e-01,1.60e+00, 
6.60260e-06,9.80e-01,1.56e+00, 
6.60280e-06,9.80e-01,1.50e+00, 
6.60300e-06,9.80e-01,1.44e+00, 
6.60320e-06,9.80e-01,1.36e+00, 
6.60340e-06,9.80e-01,1.32e+00, 
6.60360e-06,1.00e+00,1.28e+00, 
6.60380e-06,1.02e+00,1.22e+00, 
6.60400e-06,1.02e+00,1.14e+00, 
6.60420e-06,1.02e+00,1.06e+00, 
6.60440e-06,1.00e+00,1.02e+00, 
6.60460e-06,1.00e+00,9.80e-01, 
6.60480e-06,1.00e+00,9.20e-01, 
6.60500e-06,9.80e-01,8.60e-01, 
6.60520e-06,9.80e-01,7.80e-01, 
6.60540e-06,9.80e-01,7.40e-01, 
6.60560e-06,1.00e+00,7.00e-01, 
6.60580e-06,1.00e+00,6.40e-01, 
6.60600e-06,1.00e+00,6.00e-01, 
6.60620e-06,1.00e+00,5.40e-01, 
6.60640e-06,1.00e+00,5.20e-01, 
6.60660e-06,1.00e+00,5.00e-01, 
6.60680e-06,1.00e+00,4.60e-01, 
6.60700e-06,1.00e+00,4.40e-01, 
6.60720e-06,1.00e+00,4.00e-01, 
6.60740e-06,1.00e+00,4.00e-01, 
6.60760e-06,1.00e+00,3.80e-01, 
6.60780e-06,1.00e+00,3.60e-01, 
6.60800e-06,1.00e+00,3.60e-01, 
6.60820e-06,1.00e+00,3.40e-01, 
6.60840e-06,9.80e-01,3.40e-01, 
6.60860e-06,9.80e-01,3.20e-01, 
6.60880e-06,9.80e-01,3.00e-01, 
6.60900e-06,9.80e-01,3.00e-01, 
6.60920e-06,9.80e-01,2.80e-01, 
6.60940e-06,9.80e-01,2.80e-01, 
6.60960e-06,9.80e-01,2.80e-01, 
6.60980e-06,9.80e-01,2.60e-01, 
6.61000e-06,9.80e-01,2.60e-01, 
6.61020e-06,9.80e-01,2.60e-01, 
6.61040e-06,9.80e-01,2.60e-01, 
6.61060e-06,9.80e-01,2.60e-01, 
6.61080e-06,9.80e-01,2.60e-01, 
6.61100e-06,9.80e-01,2.80e-01, 
6.61120e-06,1.00e+00,2.80e-01, 
6.61140e-06,1.02e+00,2.80e-01, 
6.61160e-06,1.04e+00,2.80e-01, 
6.61180e-06,1.04e+00,2.60e-01, 
6.61200e-06,1.04e+00,2.60e-01, 
6.61220e-06,1.02e+00,2.60e-01, 
6.61240e-06,1.00e+00,2.40e-01, 
6.61260e-06,1.00e+00,2.20e-01, 
6.61280e-06,1.00e+00,2.00e-01, 
6.61300e-06,9.80e-01,2.00e-01, 
6.61320e-06,9.80e-01,2.00e-01, 
6.61340e-06,9.80e-01,2.00e-01, 
6.61360e-06,1.00e+00,2.00e-01, 
6.61380e-06,1.00e+00,1.80e-01, 
6.61400e-06,1.00e+00,2.00e-01, 
6.61420e-06,1.00e+00,2.00e-01, 
6.61440e-06,9.80e-01,2.00e-01, 
6.61460e-06,1.00e+00,2.00e-01, 
6.61480e-06,1.00e+00,1.80e-01, 
6.61500e-06,1.00e+00,1.80e-01, 
6.61520e-06,1.00e+00,1.80e-01, 
6.61540e-06,1.00e+00,1.80e-01, 
6.61560e-06,1.00e+00,1.80e-01, 
6.61580e-06,1.00e+00,1.80e-01, 
6.61600e-06,1.00e+00,1.80e-01, 
6.61620e-06,1.00e+00,1.80e-01, 
6.61640e-06,9.80e-01,1.80e-01, 
6.61660e-06,9.80e-01,1.80e-01, 
6.61680e-06,9.80e-01,1.60e-01, 
6.61700e-06,9.80e-01,1.80e-01, 
6.61720e-06,1.00e+00,1.80e-01, 
6.61740e-06,1.00e+00,1.80e-01, 
6.61760e-06,1.02e+00,1.80e-01, 
6.61780e-06,1.02e+00,1.60e-01, 
6.61800e-06,1.02e+00,1.60e-01, 
6.61820e-06,1.02e+00,1.60e-01, 
6.61840e-06,1.02e+00,1.60e-01, 
6.61860e-06,1.02e+00,1.60e-01, 
6.61880e-06,1.02e+00,1.40e-01, 
6.61900e-06,1.00e+00,1.40e-01, 
6.61920e-06,1.00e+00,1.40e-01, 
6.61940e-06,1.00e+00,1.40e-01, 
6.61960e-06,1.00e+00,1.40e-01, 
6.61980e-06,1.00e+00,1.20e-01, 
6.62000e-06,1.00e+00,1.20e-01, 
6.62020e-06,1.00e+00,1.20e-01, 
6.62040e-06,9.80e-01,1.20e-01, 
6.62060e-06,9.80e-01,1.20e-01, 
6.62080e-06,9.80e-01,1.20e-01, 
6.62100e-06,9.80e-01,1.20e-01, 
6.62120e-06,1.00e+00,1.20e-01, 
6.62140e-06,1.00e+00,1.20e-01, 
6.62160e-06,1.02e+00,1.20e-01, 
6.62180e-06,1.02e+00,1.00e-01, 
6.62200e-06,1.02e+00,1.00e-01, 
6.62220e-06,1.02e+00,1.00e-01, 
6.62240e-06,1.00e+00,1.20e-01, 
6.62260e-06,1.02e+00,1.20e-01, 
6.62280e-06,1.02e+00,1.20e-01, 
6.62300e-06,1.02e+00,1.20e-01, 
6.62320e-06,1.04e+00,1.20e-01, 
6.62340e-06,1.04e+00,1.20e-01, 
6.62360e-06,1.04e+00,1.20e-01, 
6.62380e-06,1.04e+00,1.00e-01, 
6.62400e-06,1.04e+00,1.00e-01, 
6.62420e-06,1.04e+00,1.00e-01, 
6.62440e-06,1.02e+00,1.00e-01, 
6.62460e-06,1.02e+00,1.00e-01, 
6.62480e-06,1.02e+00,8.00e-02, 
6.62500e-06,1.00e+00,1.00e-01, 
6.62520e-06,1.02e+00,1.00e-01, 
6.62540e-06,1.02e+00,1.00e-01, 
6.62560e-06,1.02e+00,1.00e-01, 
6.62580e-06,1.02e+00,8.00e-02, 
6.62600e-06,1.02e+00,1.00e-01, 
6.62620e-06,1.02e+00,1.00e-01, 
6.62640e-06,1.00e+00,1.20e-01, 
6.62660e-06,1.00e+00,1.20e-01, 
6.62680e-06,1.00e+00,1.20e-01, 
6.62700e-06,9.80e-01,1.20e-01, 
6.62720e-06,9.80e-01,1.20e-01, 
6.62740e-06,9.80e-01,1.20e-01, 
6.62760e-06,9.80e-01,1.20e-01, 
6.62780e-06,9.80e-01,1.00e-01, 
6.62800e-06,9.80e-01,1.20e-01, 
6.62820e-06,1.00e+00,1.20e-01, 
6.62840e-06,1.00e+00,1.20e-01, 
6.62860e-06,1.00e+00,1.20e-01, 
6.62880e-06,1.00e+00,1.00e-01, 
6.62900e-06,1.00e+00,1.00e-01, 
6.62920e-06,1.02e+00,1.00e-01, 
6.62940e-06,1.02e+00,1.00e-01, 
6.62960e-06,1.04e+00,1.00e-01, 
6.62980e-06,1.04e+00,8.00e-02, 
6.63000e-06,1.04e+00,8.00e-02, 
6.63020e-06,1.04e+00,8.00e-02, 
6.63040e-06,1.02e+00,8.00e-02, 
6.63060e-06,1.02e+00,8.00e-02, 
6.63080e-06,1.02e+00,8.00e-02, 
6.63100e-06,1.00e+00,1.00e-01, 
6.63120e-06,1.00e+00,1.00e-01, 
6.63140e-06,1.00e+00,1.00e-01, 
6.63160e-06,1.00e+00,1.00e-01, 
6.63180e-06,1.00e+00,1.00e-01, 
6.63200e-06,1.00e+00,1.00e-01, 
6.63220e-06,1.00e+00,1.00e-01, 
6.63240e-06,9.80e-01,1.00e-01, 
6.63260e-06,9.80e-01,1.00e-01, 
6.63280e-06,9.80e-01,8.00e-02, 
6.63300e-06,9.80e-01,1.00e-01, 
6.63320e-06,9.80e-01,1.00e-01, 
6.63340e-06,9.80e-01,1.00e-01, 
6.63360e-06,9.80e-01,1.00e-01, 
6.63380e-06,9.80e-01,8.00e-02, 
6.63400e-06,9.60e-01,8.00e-02, 
6.63420e-06,9.60e-01,6.00e-02, 
6.63440e-06,9.40e-01,6.00e-02, 
6.63460e-06,9.40e-01,6.00e-02, 
6.63480e-06,9.40e-01,6.00e-02, 
6.63500e-06,9.20e-01,8.00e-02, 
6.63520e-06,9.20e-01,8.00e-02, 
6.63540e-06,9.00e-01,8.00e-02, 
6.63560e-06,9.00e-01,8.00e-02, 
6.63580e-06,8.80e-01,6.00e-02, 
6.63600e-06,8.60e-01,8.00e-02, 
6.63620e-06,8.60e-01,8.00e-02, 
6.63640e-06,8.40e-01,8.00e-02, 
6.63660e-06,8.20e-01,8.00e-02, 
6.63680e-06,8.00e-01,6.00e-02, 
6.63700e-06,7.60e-01,8.00e-02, 
6.63720e-06,7.40e-01,8.00e-02, 
6.63740e-06,7.20e-01,8.00e-02, 
6.63760e-06,7.00e-01,8.00e-02, 
6.63780e-06,6.80e-01,6.00e-02, 
6.63800e-06,6.60e-01,6.00e-02, 
6.63820e-06,6.40e-01,6.00e-02, 
6.63840e-06,6.00e-01,6.00e-02, 
6.63860e-06,5.80e-01,6.00e-02, 
6.63880e-06,5.60e-01,4.00e-02, 
6.63900e-06,5.40e-01,4.00e-02, 
6.63920e-06,5.20e-01,4.00e-02, 
6.63940e-06,4.80e-01,4.00e-02, 
6.63960e-06,4.60e-01,4.00e-02, 
6.63980e-06,4.40e-01,4.00e-02, 
6.64000e-06,4.20e-01,4.00e-02, 
6.64020e-06,4.00e-01,4.00e-02, 
6.64040e-06,3.60e-01,4.00e-02, 
6.64060e-06,3.60e-01,4.00e-02, 
6.64080e-06,3.60e-01,4.00e-02, 
6.64100e-06,3.40e-01,4.00e-02, 
6.64120e-06,3.20e-01,4.00e-02, 
6.64140e-06,3.00e-01,4.00e-02, 
6.64160e-06,3.00e-01,4.00e-02, 
6.64180e-06,3.00e-01,4.00e-02, 
6.64200e-06,2.80e-01,4.00e-02, 
6.64220e-06,2.60e-01,4.00e-02, 
6.64240e-06,2.40e-01,4.00e-02, 
6.64260e-06,2.40e-01,4.00e-02, 
6.64280e-06,2.40e-01,2.00e-02, 
6.64300e-06,2.40e-01,2.00e-02, 
6.64320e-06,2.40e-01,2.00e-02, 
6.64340e-06,2.20e-01,2.00e-02, 
6.64360e-06,2.40e-01,2.00e-02, 
6.64380e-06,2.40e-01,2.00e-02, 
6.64400e-06,2.40e-01,2.00e-02, 
6.64420e-06,2.40e-01,2.00e-02, 
6.64440e-06,2.20e-01,2.00e-02, 
6.64460e-06,2.20e-01,2.00e-02, 
6.64480e-06,2.20e-01,0.00e+00, 
6.64500e-06,2.00e-01,2.00e-02, 
6.64520e-06,2.00e-01,2.00e-02, 
6.64540e-06,2.00e-01,2.00e-02, 
6.64560e-06,2.00e-01,2.00e-02, 
6.64580e-06,2.00e-01,2.00e-02, 
6.64600e-06,2.00e-01,4.00e-02, 
6.64620e-06,2.00e-01,4.00e-02, 
6.64640e-06,2.00e-01,4.00e-02, 
6.64660e-06,2.00e-01,4.00e-02, 
6.64680e-06,2.00e-01,4.00e-02, 
6.64700e-06,1.80e-01,4.00e-02, 
6.64720e-06,1.80e-01,4.00e-02, 
6.64740e-06,1.80e-01,4.00e-02, 
6.64760e-06,1.80e-01,4.00e-02, 
6.64780e-06,1.80e-01,4.00e-02, 
6.64800e-06,1.60e-01,4.00e-02, 
6.64820e-06,1.60e-01,4.00e-02, 
6.64840e-06,1.60e-01,4.00e-02, 
6.64860e-06,1.60e-01,4.00e-02, 
6.64880e-06,1.60e-01,4.00e-02, 
6.64900e-06,1.60e-01,4.00e-02, 
6.64920e-06,1.60e-01,4.00e-02, 
6.64940e-06,1.60e-01,4.00e-02, 
6.64960e-06,1.60e-01,4.00e-02, 
6.64980e-06,1.60e-01,4.00e-02, 
6.65000e-06,1.40e-01,4.00e-02, 
6.65020e-06,1.40e-01,4.00e-02, 
6.65040e-06,1.20e-01,4.00e-02, 
6.65060e-06,1.20e-01,4.00e-02, 
6.65080e-06,1.20e-01,4.00e-02, 
6.65100e-06,1.20e-01,4.00e-02, 
6.65120e-06,1.20e-01,4.00e-02, 
6.65140e-06,1.20e-01,4.00e-02, 
6.65160e-06,1.20e-01,4.00e-02, 
6.65180e-06,1.20e-01,4.00e-02, 
6.65200e-06,1.20e-01,4.00e-02, 
6.65220e-06,1.20e-01,4.00e-02, 
6.65240e-06,1.20e-01,4.00e-02, 
6.65260e-06,1.20e-01,4.00e-02, 
6.65280e-06,1.20e-01,4.00e-02, 
6.65300e-06,1.20e-01,4.00e-02, 
6.65320e-06,1.20e-01,4.00e-02, 
6.65340e-06,1.20e-01,4.00e-02, 
6.65360e-06,1.20e-01,4.00e-02, 
6.65380e-06,1.20e-01,4.00e-02, 
6.65400e-06,1.20e-01,4.00e-02, 
6.65420e-06,1.00e-01,4.00e-02, 
6.65440e-06,8.00e-02,4.00e-02, 
6.65460e-06,8.00e-02,4.00e-02, 
6.65480e-06,8.00e-02,4.00e-02, 
6.65500e-06,8.00e-02,4.00e-02, 
6.65520e-06,8.00e-02,4.00e-02, 
6.65540e-06,8.00e-02,4.00e-02, 
6.65560e-06,8.00e-02,2.00e-02, 
6.65580e-06,8.00e-02,0.00e+00, 
6.65600e-06,8.00e-02,2.00e-02, 
6.65620e-06,8.00e-02,2.00e-02, 
6.65640e-06,6.00e-02,4.00e-02, 
6.65660e-06,8.00e-02,4.00e-02, 
6.65680e-06,8.00e-02,4.00e-02, 
6.65700e-06,8.00e-02,4.00e-02, 
6.65720e-06,8.00e-02,4.00e-02, 
6.65740e-06,8.00e-02,4.00e-02, 
6.65760e-06,8.00e-02,2.00e-02, 
6.65780e-06,8.00e-02,0.00e+00, 
6.65800e-06,8.00e-02,2.00e-02, 
6.65820e-06,8.00e-02,2.00e-02, 
6.65840e-06,6.00e-02,2.00e-02, 
6.65860e-06,8.00e-02,2.00e-02, 
6.65880e-06,1.00e-01,0.00e+00, 
6.65900e-06,1.00e-01,0.00e+00, 
6.65920e-06,1.00e-01,0.00e+00, 
6.65940e-06,1.00e-01,0.00e+00, 
6.65960e-06,1.00e-01,0.00e+00, 
6.65980e-06,1.00e-01,0.00e+00, 
6.66000e-06,1.00e-01,2.00e-02, 
